ca,cati,cati_url,endereco,municipio,email,telefone,responsavel,tecnicos,tem_dados
CA de Bento de Abreu,CATI Regional de Andradina,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Andradina,"Endereço: Rua João Belmiro de Brito, 251 - CEP: 16790-000",Município: Bento de Abreu,E-mail: ca.bentodeabreu@cati.sp.gov.br / agricultura@bentodeabreu.sp.gov.br,Telefone: (18) 3601-1350,Responsável: Engenheiro Agrônomo Renato Prates de Araújo,Técnicos: Engenheiro Agrônomo Antonio Ricardo Zuin(Convênio Prefeitura Municipal/SAA) Engenheiro Agrônomo Salvador Ziviani (SAA),True
CA de Bernardino de Campos,CATI Regional de Ourinhos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ourinhos,"Endereço: Av. da Saudade, 125 - CEP: 18960-000",Município: Bernardino de Campos,E-mail: ca.bernardinodecampos@cati.sp.gov.br,Telefone: (14) 3346-1518,Responsável: Eng. Agr. Sérgio Luis Villas Boas Tambara,Técnicos:,True
Bertioga,,,,,,,,,False
CA de Bilac,CATI Regional de Araçatuba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ara%C3%A7atuba,"Endereço: Rua Euclides da Cunha, 606 - CEP: 16210-000",Município: Bilac,E-mail: ca.bilac@cati.sp.gov.br,Telefone: (18) 3659-1201,Responsável: Téc. Ambiental Rafael dos Anjos Pereira da Silva (Convênio Prefeitura Municipal/SAA),Técnicos:,True
CA de Birigui,CATI Regional de Araçatuba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ara%C3%A7atuba,"Endereço: Rua Roberto Clark, 443 - CEP: 16200-043",Município: Birigui,E-mail: ca.birigui@cati.sp.gov.br,Telefone: (18) 3642-4312,Responsável: Méd. Vet. Matheus Moreira Beli (Convênio Prefeitura Municipal/SAA),Técnicos: Técnico Agrícola SAA - Valdevino Antônio da Cruz,True
CA de Biritiba Mirim,CATI Regional de Mogi das Cruzes,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Mogi%20das%20Cruzes,"Endereço: Rua Sebastião Silva, 94 Centro - CEP: 08940-000",Município: Biritiba-Mirim,E-mail: ca.biritiba@cati.sp.gov.br / fabiana.rossi@cati.sp.gov.br,Telefone: (11) 4692-1155,Responsável: Eng. Agr. Fabiana Ribeiro Rossi,Técnicos:,True
CA de Boa Esperança do Sul,CATI Regional de Araraquara,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Araraquara,"Endereço: Rua José P. Araújo Ferraz, nº 48 - CEP: 14930-000",Município: Boa Esperança do Sul,E-mail: edr.araraquara@cati.sp.gov.br,Telefone: (16) 3346-1119,Responsável: Eng. Agr. Érica Ybarra Tannuri de Godoy,Técnicos:,True
CA de Bocaina,CATI Regional de Jaú,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ja%C3%BA,"Endereço: Rua Tiradentes, 271 - CEP: 17240-000",Município: Bocaina,E-mail: edr.jau@cati.sp.gov.br,Telefone: (14) 3666-1251 / (14) 99762 6086,Responsável: Med Vet. Julio Simões Marcondes,Técnicos: Oficial de Apoio Agropecuário: GISLAINE CRISTINA PERRONE CREAZZO,True
CA de Bofete,CATI Regional de Botucatu,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Botucatu,"Endereço: Av. Ernesto Eburneo, 89 - CEP: 18590-000",Município: Bofete,E-mail: flavio.chueire@sp.gov.br,Telefone: (14) 3883-1188,Responsável: Eng. Agr. Flavio Bahdur Chueire,Técnicos:,True
CA de Boituva,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,"Endereço: Rua José Vitiello, nº 14 - CEP: 18550-000",Município: Boituva,E-mail: edr.sorocaba@cati.sp.gov.br,Telefone: 15 32222852 (EDR SOROCABA) / (15) 3263-1388 (SECRETARIA MUNICIPAL),Responsável: EDR SOROCABA,Técnicos:,True
CA de Bom Jesus dos Perdões,CATI Regional de Bragança Paulista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bragan%C3%A7a%20Paulista,"Endereço: Rua Capitão Manoel de Almeida Passos, nº 258, Centro - CEP: 12955-000",Município: Bom Jesus dos Perdões,E-mail: cati@bjperdoes.sp.gov.br,Telefone: (11) 4012-7657,Responsável: Eng. Agr. Rodrigo Baccan,Técnicos:,True
CA de Bom Sucesso de Itararé,CATI Regional de Itapeva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapeva,Endereço: Rua Governador Mario Covas nº. 111 - CEP: 18475-000,Município: Bom Sucesso de Itararé,E-mail: ca.bomsucessodeitarare@cati.sp.gov.br,Telefone: (15) 3533-1337,Responsável: Eng. Agr. Emmanuel Afonso Souza Moraes,Técnicos: Eng. Agr. Edson Sugajima (Convênio Prefeitura Municipal).,True
CA de Borá,CATI Regional de Assis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Assis,"Endereço: Rua Adelaide de Souza Barreiro, s/n - CEP: 19740-000",Município: Borá,E-mail:,Telefone: (18) 3367-1103,Responsável: Eng. Agr. Mário Augusto Totti,Técnicos:,True
CA de Boracéia,CATI Regional de Jaú,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ja%C3%BA,"Endereço: Rua José Nunes do Amaral, 293 - CEP: 17270-000",Município: Boracéia,E-mail: ca.boraceia@cati.sp.gov.br; edr.jau@cati.sp.gov.br,Telefone: (14) 3295-1265,Responsável: Med Vet. Julio Simões Marcondes,Técnicos: Auxiliar de Apoio Agropecuário: VALDIR DONIZETTI MORALES,True
CA de Borborema,CATI Regional de Jaboticabal,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jaboticabal,"Endereço: Rua Dr. Valentim Gentil, nº 291 - CEP: 14.955-000",Município: Borborema,E-mail: ca.borborema@cati.sp.gov.br,Telefone: (16) 3266-1324,Responsável: Eng. Agr. Marcos Antônio Bossolane,Técnicos: Eng. Agr. Marcelo Cury Sahão (Conveniado da Prefeitura Municipal de Borborema),True
CA de Borebi,CATI Regional de Bauru,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bauru,"Endereço: Rua Siqueira Campos, 363 - CEP: 18675-000",Município: Borebi,E-mail: ca.borebi@cati.sp.gov.br /marco.beraldo@sp.gov.br,Telefone: (14) 3267-1161 / (14) 997626081,Responsável: Eng. Agr. Marco Aurelio Parolin Beraldo,Técnicos:,True
CA de Botucatu,CATI Regional de Botucatu,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Botucatu,"Endereço: Rua Ranimiro Lotufo, 202 - CEP: 18607-050",Município: Botucatu,E-mail: ricardo.chiarelli@sp.gov.br,Telefone: (14) 3882-4422,Responsável: Eng. Agr. Ricardo Henrique Casini Chiarelli,Técnicos: Eng. Agr. Marcus Paulo Vendito Soares,True
CA de Bragança Paulista,CATI Regional de Bragança Paulista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bragan%C3%A7a%20Paulista,"Endereço: Av. Dr. Fernando Costa, 290 , Vila Municipal - CEP: 12912-140",Município: Bragança Paulista,E-mail: ca.bragancapaulista@cati.sp.gov.br,Telefone: (11) 4035-2880,"Responsável: Chefe da CA
Med Vet Cheila Rubia Leite Massieri Duarte",Técnicos:,True
CA de Braúna,CATI Regional de Araçatuba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ara%C3%A7atuba,"Endereço: Rua Enedir Sampaio, 410 - CEP: 16290-000",Município: Braúna,E-mail: ca.brauna@cati.sp.gov.br,Telefone: (18) 3692-1346,Responsável: Eng. Agr. Adivaldo Avelhan More (SAA),Técnicos:,True
CA de Brejo Alegre,CATI Regional de Araçatuba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ara%C3%A7atuba,"Endereço: Rua Treze de Maio, 160 - CEP: 16265-000",Município: Brejo Alegre,E-mail: ca.brejoalegre@cati.sp.gov.br,Telefone: (18) 3646-1255,Responsável: Eng. Agr. Marcos Luciano Garcia Junqueira (Convênio Prefeitura Municipal/SAA),Técnicos: Técnico Agrícola Carlos Henrique Bensch Júnior (Convênio Prefeitura Municipal/SAA),True
CA de Brodowski,CATI Regional de Ribeirão Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ribeir%C3%A3o%20Preto,"Endereço: Rua General Carneiro, 491 - CEP: 14340-000",Município: Brodowski,E-mail: ca.brodosqui@cati.sp.gov.br,Telefone: (16) 3664-1307,Responsável: Eng. Agr. Carlos Henrique de Paula e Silva,Técnicos:,True
CA de Brotas,CATI Regional de Jaú,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ja%C3%BA,"Endereço: Praça 9 de Julho, 129 - CEP: 17380-000",Município: Brotas,E-mail: ca.brotas@cati.sp.gov.br,Telefone: (14) 3653-1103,Responsável: Engº Agrº Juliano Luciani Iamaguti,Técnicos: Oficial Administrativo: MARIA JOSE TROMBINI VIDOTTO,True
CA de Buri,CATI Regional de Itapeva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapeva,Endereço: Rua Carlos Howard 372 (temporário devido à reforma) - CEP: 18290-000,Município: Buri,E-mail: ca.buri@cati.sp.gov.br,Telefone: (15) 3546-1804,Responsável: Eng. Agr. Emmanuel Afonso Souza Moraes,Técnicos:,True
CA de Buritama,CATI Regional de General Salgado,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20General%20Salgado,"Endereço: Rua Floriano Peixoto, 735, Centro - CEP: 15290-000",Município: Buritama,E-mail: ca.buritama@cati.sp.gov.br,Telefone: (18) 3691-1248,Responsável: Méd. Vet. Milson Aparecido Polizel,Técnicos: Méd. Vet. Milson Aparecido Polizel (Convênio SAA/PM) Eng. Agr. Patrícia Y. Nakatu Duarte (Convênio SAA/PM) Zoot. Carlos Eduardo dos Santos (Convênio SAA/PM) Téc. Inseminação Mauro Teixeira Duarte (Convênio SAA/PM),True
CA de Buritizal,CATI Regional de Orlândia,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Orl%C3%A2ndia,"Endereço: Rua José Inácio, 486 - CEP: 14570-000",Município: Buritizal,E-mail:,Telefone: (16) 3751-1116,Responsável:,Técnicos:,True
CA de Cabrália Paulista,CATI Regional de Bauru,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bauru,"Endereço: Av. Mário Amaral Gurgel, 808 - CEP: 17480-000",Município: Cabrália Paulista,E-mail: ca.cabralia@cati.sp.gov.br / renato.delgado@sp.gov.br,Telefone: (14) 3285-1145 / (14) 997935833,Responsável: Eng. Agr. Renato Theodoro Delgado,Técnicos:,True
CA de Cabreúva,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,"Endereço: Av. Marcelino Xavier de Oliveira, 476 - CEP: 13315-000",Município: Cabreúva,E-mail: edr.sorocaba@cati.sp.gov.br,Telefone: (11) 4528-1305,Responsável: EDR SOROCABA,"Técnicos: Med. Vet. Alberto D´Angieri Micheletti (Convênio Prefeitura Municipal)),Eng. Agr. Jecel de Campos (Convênio Prefeitura Municipal).",True
CA de Caçapava,CATI Regional de Pindamonhangaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Pindamonhangaba,"Endereço: Rua Marechal Eduardo Sócrates, 254- Vila São João - CEP: 12281-430",Município: Caçapava,E-mail: ca.cacapava@cati.sp.gov.br,Telefone: (12) 3653-3222,Responsável: Méd. Vet. Wagner Kodato Okabe,Técnicos:,True
CA de Cachoeira Paulista,CATI Regional de Guaratinguetá,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Guaratinguet%C3%A1,"Endereço: Av. Deocleciano da Silva Azevedo, 250 - CEP: 12630-000",Município: Cachoeira Paulista,E-mail: ca.cachoeirapaulista@cdrs.sp.gov.br,Telefone: (12) 3101-1322,Responsável: Eng. Agr. Márcio Aurélio Fontes Ferreira,Técnicos:,True
CA de Caconde,CATI Regional de São João da Boa Vista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jo%C3%A3o%20da%20Boa%20Vista,"Endereço: Rua Francisco Maia, 859 - CEP: 13770-000",Município: Caconde,E-mail: ca.caconde@cati.sp.gov.br,Telefone: (19) 3662-1198,Responsável: Eng. Agr. Francisco Caetano de Paula Lima,Técnicos:,True
CA de Cafelândia,CATI Regional de Lins,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Lins,"Endereço: Avenida D. Pedro II, nº 347, CEP. 16500-001 - CEP: 16500-001",Município: Cafelândia,E-mail: ca.cafelandia@cati.sp.gov.br,Telefone: CA: (14) 3554-1224,Responsável: Eng. Agr. Luiz Carlos Rocha Soares,Técnicos: Eng. Agr. Luiz Antonio Sanches Murakami,True
CA de Caiabu,CATI Regional de Presidente Prudente,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Presidente%20Prudente,"Endereço: Rua Henrique PedroFerreira, nº 123 - CEP: 19530-000",Município: Caiabu,E-mail:,Telefone: (18) 3285-1115,Responsável: Eng. Agr. Marco Aurélio Fernandes,"Técnicos: Eng. Agr. Marcelo Moreno Jardim (Convênio Prefeitura Municipal),Méd. Vet. Carla Letícia Seabra Zaupa (Convênio Prefeitura Municipal).",True
Caieiras,,,,,,,,,False
CA de Caiuá,CATI Regional de Presidente Venceslau,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Presidente%20Venceslau,"Endereço: Rua José Martins Júnior, 15 - CEP: 19450-000",Município: Caiuá,E-mail:,Telefone: (18) 3278-1152,Responsável: Méd. Vet. Felipe Melhado,Técnicos: Eng. Agr. David Martins Jacinto (Convênio Prefeitura Municipal)Méd. Vet. Welton Matos Cabral(Convênio Prefeitura Municipal),True
Cajamar,,,,,,,,,False
CA de Cajati,CATI Regional de Registro,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Registro,Endereço: - CEP:,Município: Cajati,E-mail: edr.registro@cdrs.sp.gov.br,Telefone: (13) 997433516,Responsável: Tais Cristina Canola,Técnicos:,True
CA de Cajobi,CATI Regional de Barretos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Barretos,"Endereço: Rua Olga Bernardes Zamperlini, 18 - Centro (temporário em razão de reforma predial) - CEP: 15410-000",Município: Cajobi,E-mail: ca.cajobi@cati.sp.gov.br,Telefone: (17) 99132-0543 (fixo fora do ar temporariamente),Responsável: Eng. Agr. Rolando Salomão Carvalho Custódio do Nascimento,Técnicos: Méd. Vet. Marcelo André Magro (Convênio Prefeitura Municipal),True
CA de Cajuru,CATI Regional de Ribeirão Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ribeir%C3%A3o%20Preto,"Endereço: Rua Major Palma, 317 - CEP: 14240-000",Município: Cajuru,E-mail: ca.cajuru@cati.sp.gov.br,Telefone: (16) 3667-1371,Responsável: Eng. Agr. Carlos Henrique de Paula e Silva,Técnicos: Eng. Agr. Osmar de Almeida Junior,True
CA de Campina do Monte Alegre,CATI Regional de Itapetininga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapetininga,"Endereço: Rod. Deputado Antônio Vieira Sobrinho, Km 3 - CEP: 18245-000",Município: Campina do Monte Alegre,E-mail: edr.itapetininga@cati.sp.gov.br,Telefone: (15) 3271 0804,Responsável: Médico Veterinário Marcelo Ament Giuliani dos Santos,Técnicos:,True
CA de Campinas,CATI Regional de Campinas,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Campinas,"Endereço: Av. Brasil, nº 2.340 - Jd. Chapadão - CEP: 13070-178",Município: Campinas,E-mail: ca.campinas@cati.sp.gov.br,Telefone: (19) 3743-3881,Responsável: Eng. Agr. Rodrigo Baccan,Técnicos:,True
Campo Limpo Paulista,,,,,,,,,False
Campos do Jordão,,,,,,,,,False
CA de Campos Novos Paulista,CATI Regional de Assis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Assis,"Endereço: Rua Treze de Maio, 260 - CEP: 19960-000",Município: Campos Novos Paulista,E-mail: ca.camposnpaulista@cati.sp.gov.br,Telefone: (14) 3476 1148,Responsável: Med. Vet. Silter Aparecido de Oliveira Fadel,Técnicos:,True
CA de Cananéia,CATI Regional de Registro,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Registro,Endereço: - CEP:,Município: Cananéia,E-mail: edr.registro@cdrs.sp.gov.br,Telefone: (13) 997433516,Responsável: Tais Cristina Canola,Técnicos:,True
Canas,,,,,,,,,False
CA de Cândido Mota,CATI Regional de Assis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Assis,"Endereço: Rua Antônio Silva Vieira, n.º 254 - CEP: 19880-000",Município: Cândido Mota,E-mail: ca.candidomota@cati.sp.gov.br,Telefone: (18) 3341-1279,Responsável: Eng. Agr. Sandro Lemos Parise,Técnicos:,True
CA de Cândido Rodrigues,CATI Regional de Jaboticabal,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jaboticabal,"Endereço: Rua São Paulo, nº 461 - CEP: 15930-000",Município: Cândido Rodrigues,E-mail: ca.candidorodrigues@cati.sp.gov.br,Telefone: (16) 3257-1411,Responsável: Eng. Agr. Francisco Antônio Maruca (conveniado),Técnicos: Antônio Carlos Roversi - Administrativo conveniado,True
CA de Canitar,CATI Regional de Ourinhos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ourinhos,"Endereço: Rua Joaquim Mendonça, s/n - CEP: 18990-000",Município: Canitar,E-mail: ca.canitar@cati.sp.gov.br,Telefone: (14) 3343-1197,Responsável: Eng. Agr. Sérgio Luis Villas Boas Tambara,Técnicos:,True
CA de Capão Bonito,CATI Regional de Itapetininga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapetininga,"Endereço: Rua Péricles de Freitas, 211, Nova Capão Bonito - CEP: 18300-000",Município: Capão Bonito,E-mail: eduardo.medina@sp.gov.br,Telefone: (15) 3543-1891,Responsável: Engenheiro Agrônomo Eduardo Ferreira Medina,"Técnicos: Engenheiro Agrônomo Eduardo Ferreira Medina, Técnico Agrícola Manoel Gonçalves Faia Neto",True
CA de Capela do Alto,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,"Endereço: Av. Prof. Castorino de Almeida, s/n - CEP: 18195-000",Município: Capela do Alto,E-mail: antoniorvieira@sp.gov.br,Telefone: (15) 3267-1239,Responsável: Eng. Agr. Antonio Roberto Vieira de Campos,Técnicos:,True
CA de Capivari,CATI Regional de Piracicaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Piracicaba,"Endereço: Rua Frankelina de Almeida Barros, nº 121 - CEP: 13360-000",Município: Capivari,E-mail: ca.capivari@cati.sp.gov.br,Telefone: (19) 3491-1216,Responsável: Eng. Agr. Mauricio Perissinotto (Diretor Técnico de Divisão),Técnicos: Eng. Agr. João Luis Castellani,True
CA de Caraguatatuba,CATI Regional de Santos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Santos,"Endereço: Rua Sebastião Mariano Nepomuceno, nº 149 - CEP: 11660-130",Município: Caraguatatuba,E-mail: ca.caraguatatuba@cati.sp.gov.br,Telefone: (12) 3882-2232,Responsável: Eng. Agr. Gilberto Job Borges de Figueiredo,Técnicos:,True
Carapicuíba,,,,,,,,,False
CA de Cardoso,CATI Regional de Votuporanga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Votuporanga,"Endereço: Rua Cap. José Tavares, nº 1.777 - CEP: 15570-000",Município: Cardoso,E-mail: ca.cardoso@cati.sp.gov.br,Telefone: (17) 3453-1310,Responsável: Eng. Agr. Amauri Antonio de Mendonça,Técnicos: Eng. Agr. Claudio Mitsuo Shiota,True
CA de Casa Branca,CATI Regional de São João da Boa Vista,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jo%C3%A3o%20da%20Boa%20Vista,"Endereço: Praça 25 de Outubro, 119 - CEP: 13700-000",Município: Casa Branca,E-mail: ca.casabranca@cati.sp.gov.br,Telefone: (19) 3671-1126,Responsável: Eng. Agr. Francisco Caetano de Paula Lima,Técnicos:,True
